num_created,num_modified,num_deleted,num_renamed,total_operations,operation_rate_per_sec,unique_directories,unique_extensions,rename_modify_ratio,cpu_percent,memory_mb,label
1.0,27.0,1.0,22.0,51.0,5.1,6.0,4.0,0.815,22.41,137.17,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,16.19,0.0
4.0,10.0,2.0,0.0,16.0,1.6,1.0,3.0,0.0,12.21,42.46,0.0
3.0,151.0,4.0,131.0,289.0,28.9,14.0,8.0,0.868,63.12,180.09,1.0
7.0,97.0,10.0,109.0,223.0,22.3,10.0,12.0,1.124,39.32,189.24,1.0
1.0,12.0,3.0,10.0,26.0,2.6,6.0,5.0,0.833,36.03,127.45,1.0
4.0,4.0,2.0,0.0,10.0,1.0,2.0,1.0,0.0,19.46,96.58,0.0
4.0,169.0,9.0,162.0,344.0,34.4,12.0,9.0,0.959,45.17,82.82,1.0
1.0,2.0,0.0,0.0,3.0,0.3,1.0,0.0,0.0,0.6,33.83,0.0
6.0,137.0,3.0,153.0,299.0,29.9,6.0,10.0,1.117,83.59,97.98,1.0
4.0,47.0,6.0,51.0,108.0,10.8,8.0,3.0,1.085,58.96,111.48,1.0
1.0,37.0,7.0,39.0,84.0,8.4,4.0,4.0,1.054,47.43,80.26,1.0
0.0,47.0,2.0,43.0,92.0,9.2,3.0,4.0,0.915,50.36,85.06,1.0
8.0,126.0,4.0,134.0,272.0,27.2,10.0,7.0,1.063,67.12,71.89,1.0
3.0,15.0,3.0,13.0,34.0,3.4,5.0,4.0,0.867,42.99,58.47,1.0
0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,1.71,47.97,0.0
5.0,58.0,1.0,59.0,123.0,12.3,6.0,5.0,1.017,46.16,77.12,1.0
5.0,47.0,6.0,51.0,109.0,10.9,9.0,11.0,1.085,90.66,111.18,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,3.23,45.53,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,1.57,36.23,0.0
50.0,91.0,14.0,3.0,158.0,15.8,12.0,6.0,0.033,94.14,768.57,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,1.39,19.63,0.0
1.0,38.0,5.0,37.0,81.0,8.1,7.0,3.0,0.974,46.94,71.54,1.0
1.0,11.0,3.0,1.0,16.0,1.6,1.0,3.0,0.091,12.18,100.72,0.0
6.0,104.0,10.0,102.0,222.0,22.2,4.0,8.0,0.981,50.75,96.2,1.0
2.0,69.0,1.0,67.0,139.0,13.9,4.0,6.0,0.971,54.44,152.9,1.0
76.0,17.0,0.0,0.0,93.0,9.3,3.0,3.0,0.0,14.88,104.34,0.0
3.0,16.0,2.0,16.0,37.0,3.7,4.0,4.0,1.0,29.91,105.31,1.0
5.0,101.0,9.0,97.0,212.0,21.2,7.0,12.0,0.96,49.11,166.66,1.0
50.0,51.0,22.0,3.0,126.0,12.6,7.0,4.0,0.059,72.47,223.2,0.0
1.0,14.0,2.0,12.0,29.0,2.9,2.0,6.0,0.857,18.92,61.78,1.0
1.0,25.0,4.0,23.0,53.0,5.3,4.0,4.0,0.92,21.95,82.21,1.0
3.0,7.0,2.0,1.0,13.0,1.3,1.0,2.0,0.143,2.79,108.67,0.0
3.0,34.0,4.0,27.0,68.0,6.8,2.0,3.0,0.794,18.47,67.4,1.0
8.0,64.0,0.0,72.0,144.0,14.4,8.0,5.0,1.125,77.35,194.23,1.0
0.0,22.0,3.0,19.0,44.0,4.4,2.0,4.0,0.864,35.8,141.19,1.0
5.0,108.0,5.0,103.0,221.0,22.1,11.0,9.0,0.954,52.31,114.8,1.0
2.0,60.0,7.0,57.0,126.0,12.6,8.0,4.0,0.95,54.62,102.03,1.0
2.0,100.0,15.0,96.0,213.0,21.3,7.0,5.0,0.96,78.28,153.59,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,56.12,0.0
36.0,16.0,0.0,0.0,52.0,5.2,2.0,2.0,0.0,29.26,192.09,0.0
0.0,25.0,4.0,21.0,50.0,5.0,4.0,5.0,0.84,18.66,64.02,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,2.27,38.06,0.0
4.0,104.0,3.0,118.0,229.0,22.9,10.0,6.0,1.135,60.79,99.91,1.0
59.0,128.0,11.0,3.0,201.0,20.1,12.0,6.0,0.023,61.59,623.81,0.0
6.0,176.0,10.0,162.0,354.0,35.4,13.0,7.0,0.92,84.11,89.09,1.0
4.0,49.0,8.0,44.0,105.0,10.5,8.0,2.0,0.898,68.77,106.72,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,2.92,43.26,0.0
4.0,13.0,1.0,0.0,18.0,1.8,2.0,1.0,0.0,17.47,138.9,0.0
6.0,3.0,3.0,0.0,12.0,1.2,2.0,4.0,0.0,14.52,100.16,0.0
3.0,33.0,3.0,33.0,72.0,7.2,2.0,4.0,1.0,24.49,42.81,1.0
3.0,33.0,3.0,32.0,71.0,7.1,4.0,5.0,0.97,33.28,58.56,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,3.3,21.13,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,39.06,0.0
4.0,59.0,8.0,53.0,124.0,12.4,3.0,6.0,0.898,61.76,218.72,1.0
72.0,112.0,20.0,0.0,204.0,20.4,4.0,6.0,0.0,64.61,359.97,0.0
32.0,96.0,28.0,3.0,159.0,15.9,8.0,8.0,0.031,91.8,500.67,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.86,16.91,0.0
6.0,5.0,3.0,1.0,15.0,1.5,2.0,3.0,0.2,6.81,135.24,0.0
70.0,98.0,25.0,1.0,194.0,19.4,10.0,3.0,0.01,61.04,251.13,0.0
71.0,15.0,0.0,0.0,86.0,8.6,2.0,3.0,0.0,18.98,209.19,0.0
0.0,29.0,2.0,26.0,57.0,5.7,4.0,5.0,0.897,21.72,118.77,1.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,0.45,55.56,0.0
39.0,89.0,13.0,2.0,143.0,14.3,4.0,7.0,0.022,88.57,443.72,0.0
2.0,12.0,2.0,10.0,26.0,2.6,4.0,6.0,0.833,25.87,125.66,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,0.56,56.55,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,0.4,47.87,0.0
2.0,111.0,9.0,116.0,238.0,23.8,4.0,10.0,1.045,60.48,114.42,1.0
1.0,19.0,4.0,15.0,39.0,3.9,2.0,5.0,0.789,17.76,47.14,1.0
87.0,8.0,0.0,0.0,95.0,9.5,1.0,1.0,0.0,12.24,82.79,0.0
5.0,71.0,2.0,71.0,149.0,14.9,4.0,2.0,1.0,27.44,110.68,1.0
49.0,95.0,18.0,1.0,163.0,16.3,8.0,7.0,0.011,52.46,547.29,0.0
6.0,75.0,15.0,71.0,167.0,16.7,11.0,9.0,0.947,52.02,162.42,1.0
2.0,33.0,4.0,30.0,69.0,6.9,2.0,4.0,0.909,40.65,146.43,1.0
2.0,10.0,0.0,0.0,12.0,1.2,1.0,3.0,0.0,4.81,141.99,0.0
3.0,125.0,14.0,139.0,281.0,28.1,15.0,7.0,1.112,38.7,268.7,1.0
111.0,52.0,15.0,0.0,178.0,17.8,8.0,8.0,0.0,97.01,279.29,0.0
108.0,111.0,27.0,2.0,248.0,24.8,8.0,8.0,0.018,53.02,641.47,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,26.06,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,1.87,36.96,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,1.55,48.74,0.0
1.0,35.0,3.0,29.0,68.0,6.8,5.0,6.0,0.829,31.6,102.45,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,49.81,0.0
2.0,4.0,2.0,1.0,9.0,0.9,2.0,3.0,0.25,14.42,78.05,0.0
0.0,141.0,2.0,130.0,273.0,27.3,4.0,12.0,0.922,71.15,231.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,40.48,0.0
3.0,30.0,2.0,26.0,61.0,6.1,6.0,7.0,0.867,41.93,133.48,1.0
0.0,49.0,7.0,43.0,99.0,9.9,16.0,5.0,0.878,84.99,217.7,1.0
1.0,131.0,4.0,134.0,270.0,27.0,10.0,12.0,1.023,78.23,231.78,1.0
4.0,7.0,1.0,0.0,12.0,1.2,2.0,3.0,0.0,18.49,126.91,0.0
120.0,132.0,18.0,0.0,270.0,27.0,8.0,7.0,0.0,55.38,278.48,0.0
3.0,13.0,4.0,12.0,32.0,3.2,2.0,4.0,0.923,16.14,120.01,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,2.69,45.91,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,2.72,27.27,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.86,40.62,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,17.32,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,24.73,0.0
3.0,9.0,3.0,0.0,15.0,1.5,1.0,2.0,0.0,8.19,83.89,0.0
4.0,6.0,1.0,0.0,11.0,1.1,2.0,2.0,0.0,9.81,156.76,0.0
1.0,11.0,1.0,0.0,13.0,1.3,2.0,3.0,0.0,18.85,62.21,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,18.7,0.0
1.0,6.0,3.0,0.0,10.0,1.0,2.0,2.0,0.0,4.38,51.56,0.0
3.0,11.0,2.0,0.0,16.0,1.6,1.0,4.0,0.0,11.0,46.34,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,19.15,0.0
4.0,51.0,6.0,47.0,108.0,10.8,4.0,6.0,0.922,67.01,216.61,1.0
2.0,6.0,1.0,0.0,9.0,0.9,2.0,1.0,0.0,3.26,143.21,0.0
2.0,56.0,4.0,54.0,116.0,11.6,3.0,3.0,0.964,38.99,120.57,1.0
3.0,18.0,3.0,18.0,42.0,4.2,4.0,7.0,1.0,17.15,148.4,1.0
3.0,33.0,1.0,27.0,64.0,6.4,2.0,3.0,0.818,17.02,55.22,1.0
54.0,145.0,6.0,2.0,207.0,20.7,10.0,5.0,0.014,48.51,793.54,0.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,0.17,41.52,0.0
7.0,177.0,14.0,164.0,362.0,36.2,4.0,11.0,0.927,83.08,176.55,1.0
1.0,43.0,7.0,42.0,93.0,9.3,8.0,6.0,0.977,36.38,79.82,1.0
3.0,10.0,3.0,0.0,16.0,1.6,2.0,4.0,0.0,17.59,148.43,0.0
3.0,60.0,6.0,59.0,128.0,12.8,4.0,4.0,0.983,25.01,88.15,1.0
5.0,8.0,3.0,0.0,16.0,1.6,3.0,4.0,0.0,5.0,160.11,0.0
3.0,138.0,15.0,126.0,282.0,28.2,4.0,10.0,0.913,71.2,153.72,1.0
3.0,4.0,0.0,0.0,7.0,0.7,3.0,3.0,0.0,7.52,124.37,0.0
3.0,13.0,3.0,12.0,31.0,3.1,5.0,6.0,0.923,32.88,91.52,1.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,2.59,17.8,0.0
8.0,79.0,9.0,87.0,183.0,18.3,16.0,8.0,1.101,63.71,130.6,1.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.89,28.52,0.0
1.0,13.0,2.0,0.0,16.0,1.6,1.0,3.0,0.0,9.87,96.0,0.0
1.0,58.0,0.0,63.0,122.0,12.2,3.0,6.0,1.086,47.84,204.73,1.0
3.0,32.0,0.0,32.0,67.0,6.7,3.0,3.0,1.0,38.51,57.61,1.0
4.0,164.0,2.0,157.0,327.0,32.7,8.0,8.0,0.957,82.11,250.65,1.0
2.0,3.0,0.0,1.0,6.0,0.6,1.0,3.0,0.333,14.78,140.64,0.0
5.0,67.0,1.0,69.0,142.0,14.2,8.0,2.0,1.03,62.3,60.56,1.0
8.0,131.0,10.0,119.0,268.0,26.8,4.0,4.0,0.908,52.53,120.12,1.0
5.0,77.0,10.0,71.0,163.0,16.3,9.0,6.0,0.922,60.26,305.04,1.0
3.0,4.0,3.0,1.0,11.0,1.1,2.0,1.0,0.25,3.2,153.68,0.0
4.0,8.0,3.0,0.0,15.0,1.5,2.0,3.0,0.0,11.83,144.3,0.0
2.0,19.0,1.0,15.0,37.0,3.7,5.0,5.0,0.789,27.37,98.12,1.0
42.0,127.0,20.0,1.0,190.0,19.0,11.0,8.0,0.008,89.08,637.62,0.0
3.0,65.0,8.0,63.0,139.0,13.9,3.0,6.0,0.969,38.18,136.99,1.0
6.0,4.0,0.0,0.0,10.0,1.0,2.0,2.0,0.0,10.91,142.93,0.0
4.0,4.0,0.0,1.0,9.0,0.9,1.0,1.0,0.25,8.65,95.06,0.0
3.0,41.0,0.0,38.0,82.0,8.2,3.0,6.0,0.927,58.01,127.93,1.0
5.0,107.0,7.0,95.0,214.0,21.4,9.0,8.0,0.888,39.99,169.73,1.0
3.0,14.0,1.0,13.0,31.0,3.1,5.0,6.0,0.929,32.13,55.14,1.0
6.0,13.0,3.0,0.0,22.0,2.2,1.0,2.0,0.0,4.43,66.71,0.0
2.0,14.0,3.0,0.0,19.0,1.9,3.0,1.0,0.0,11.43,157.47,0.0
3.0,17.0,2.0,14.0,36.0,3.6,5.0,4.0,0.824,44.72,44.81,1.0
4.0,42.0,8.0,46.0,100.0,10.0,5.0,3.0,1.095,60.93,58.51,1.0
8.0,113.0,7.0,126.0,254.0,25.4,13.0,9.0,1.115,91.52,242.42,1.0
2.0,125.0,15.0,115.0,257.0,25.7,8.0,4.0,0.92,62.38,315.04,1.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,1.37,22.76,0.0
4.0,48.0,3.0,43.0,98.0,9.8,8.0,3.0,0.896,48.35,194.5,1.0
4.0,11.0,3.0,1.0,19.0,1.9,2.0,4.0,0.091,13.0,92.1,0.0
2.0,23.0,3.0,20.0,48.0,4.8,6.0,5.0,0.87,22.45,40.48,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,3.54,54.57,0.0
3.0,13.0,1.0,0.0,17.0,1.7,2.0,4.0,0.0,3.37,132.85,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,43.38,0.0
3.0,51.0,7.0,52.0,113.0,11.3,4.0,3.0,1.02,49.01,219.94,1.0
8.0,63.0,10.0,58.0,139.0,13.9,6.0,8.0,0.921,62.31,286.19,1.0
1.0,100.0,13.0,87.0,201.0,20.1,14.0,6.0,0.87,75.47,232.7,1.0
0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,1.11,25.03,0.0
4.0,55.0,11.0,58.0,128.0,12.8,10.0,5.0,1.055,39.72,242.36,1.0
2.0,64.0,4.0,59.0,129.0,12.9,4.0,2.0,0.922,65.25,219.01,1.0
54.0,8.0,0.0,0.0,62.0,6.2,2.0,1.0,0.0,21.19,231.54,0.0
5.0,15.0,3.0,1.0,24.0,2.4,3.0,3.0,0.067,17.56,127.81,0.0
5.0,27.0,3.0,25.0,60.0,6.0,4.0,4.0,0.926,28.22,142.44,1.0
0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,0.94,54.95,0.0
1.0,2.0,0.0,0.0,3.0,0.3,1.0,1.0,0.0,3.96,50.85,0.0
2.0,30.0,4.0,29.0,65.0,6.5,2.0,5.0,0.967,32.96,117.67,1.0
3.0,42.0,7.0,39.0,91.0,9.1,11.0,4.0,0.929,64.05,237.05,1.0
42.0,15.0,0.0,0.0,57.0,5.7,3.0,3.0,0.0,29.82,213.72,0.0
1.0,10.0,2.0,0.0,13.0,1.3,1.0,4.0,0.0,10.28,47.01,0.0
95.0,66.0,23.0,1.0,185.0,18.5,7.0,5.0,0.015,86.04,712.62,0.0
1.0,58.0,7.0,63.0,129.0,12.9,6.0,6.0,1.086,63.55,68.98,1.0
7.0,128.0,9.0,128.0,272.0,27.2,7.0,7.0,1.0,94.57,172.68,1.0
7.0,61.0,4.0,61.0,133.0,13.3,14.0,7.0,1.0,80.88,287.58,1.0
3.0,9.0,0.0,0.0,12.0,1.2,3.0,4.0,0.0,16.02,140.84,0.0
2.0,26.0,3.0,21.0,52.0,5.2,4.0,6.0,0.808,34.13,114.58,1.0
0.0,2.0,1.0,0.0,3.0,0.3,1.0,1.0,0.0,3.45,56.0,0.0
32.0,157.0,30.0,3.0,222.0,22.2,4.0,5.0,0.019,77.37,480.7,0.0
4.0,65.0,8.0,59.0,136.0,13.6,14.0,11.0,0.908,58.2,292.34,1.0
1.0,8.0,2.0,0.0,11.0,1.1,3.0,4.0,0.0,6.61,145.55,0.0
2.0,43.0,7.0,41.0,93.0,9.3,7.0,4.0,0.953,66.89,125.47,1.0
113.0,64.0,28.0,3.0,208.0,20.8,11.0,8.0,0.047,73.22,533.77,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,0.67,28.89,0.0
110.0,145.0,11.0,1.0,267.0,26.7,5.0,7.0,0.007,68.68,657.45,0.0
4.0,12.0,0.0,0.0,16.0,1.6,3.0,4.0,0.0,4.44,104.64,0.0
4.0,27.0,0.0,26.0,57.0,5.7,7.0,3.0,0.963,70.68,211.11,1.0
104.0,46.0,16.0,0.0,166.0,16.6,11.0,4.0,0.0,55.34,449.56,0.0
7.0,149.0,11.0,160.0,327.0,32.7,7.0,5.0,1.074,77.17,209.13,1.0
4.0,8.0,3.0,0.0,15.0,1.5,2.0,2.0,0.0,4.93,50.32,0.0
4.0,7.0,3.0,0.0,14.0,1.4,1.0,4.0,0.0,12.1,107.67,0.0
103.0,124.0,10.0,2.0,239.0,23.9,12.0,6.0,0.016,79.64,712.69,0.0
8.0,61.0,8.0,69.0,146.0,14.6,12.0,4.0,1.131,66.34,70.69,1.0
5.0,9.0,0.0,0.0,14.0,1.4,2.0,4.0,0.0,14.04,88.85,0.0
6.0,79.0,0.0,85.0,170.0,17.0,6.0,7.0,1.076,56.2,318.58,1.0
0.0,56.0,8.0,52.0,116.0,11.6,5.0,3.0,0.929,48.34,212.09,1.0
2.0,35.0,1.0,30.0,68.0,6.8,3.0,7.0,0.857,31.16,66.66,1.0
81.0,126.0,8.0,2.0,217.0,21.7,10.0,7.0,0.016,63.97,315.17,0.0
75.0,16.0,0.0,0.0,91.0,9.1,2.0,3.0,0.0,24.59,219.99,0.0
8.0,164.0,4.0,178.0,354.0,35.4,15.0,6.0,1.085,36.96,300.76,1.0
5.0,15.0,1.0,1.0,22.0,2.2,1.0,3.0,0.067,12.32,70.13,0.0
3.0,27.0,3.0,25.0,58.0,5.8,2.0,4.0,0.926,43.06,149.78,1.0
3.0,63.0,10.0,55.0,131.0,13.1,14.0,12.0,0.873,70.36,233.95,1.0
6.0,10.0,2.0,0.0,18.0,1.8,2.0,3.0,0.0,9.45,118.75,0.0
0.0,110.0,15.0,93.0,218.0,21.8,9.0,9.0,0.845,91.66,218.83,1.0
34.0,20.0,0.0,0.0,54.0,5.4,2.0,3.0,0.0,13.58,244.88,0.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,1.31,54.84,0.0
2.0,143.0,12.0,123.0,280.0,28.0,9.0,6.0,0.86,77.84,308.49,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,25.12,0.0
2.0,32.0,3.0,32.0,69.0,6.9,7.0,6.0,1.0,59.96,67.75,1.0
98.0,69.0,28.0,0.0,195.0,19.5,11.0,4.0,0.0,72.78,668.77,0.0
2.0,12.0,1.0,0.0,15.0,1.5,2.0,4.0,0.0,17.52,70.3,0.0
4.0,52.0,0.0,53.0,109.0,10.9,8.0,6.0,1.019,43.6,86.68,1.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,1.64,15.6,0.0
2.0,68.0,3.0,69.0,142.0,14.2,2.0,2.0,1.015,62.34,109.15,1.0
45.0,9.0,0.0,0.0,54.0,5.4,1.0,1.0,0.0,34.95,206.63,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,35.02,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,29.86,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,3.9,54.16,0.0
6.0,56.0,3.0,56.0,121.0,12.1,7.0,12.0,1.0,73.7,283.88,1.0
4.0,13.0,1.0,1.0,19.0,1.9,3.0,1.0,0.077,9.08,172.4,0.0
0.0,73.0,7.0,75.0,155.0,15.5,11.0,5.0,1.027,76.32,97.41,1.0
5.0,10.0,0.0,1.0,16.0,1.6,3.0,1.0,0.1,15.56,69.04,0.0
7.0,135.0,14.0,136.0,292.0,29.2,4.0,11.0,1.007,56.49,96.58,1.0
1.0,31.0,4.0,27.0,63.0,6.3,2.0,4.0,0.871,19.75,144.68,1.0
68.0,11.0,0.0,0.0,79.0,7.9,3.0,2.0,0.0,13.21,185.79,0.0
53.0,16.0,0.0,0.0,69.0,6.9,1.0,1.0,0.0,14.13,132.66,0.0
7.0,123.0,6.0,127.0,263.0,26.3,15.0,5.0,1.033,44.36,110.88,1.0
0.0,25.0,6.0,22.0,53.0,5.3,5.0,4.0,0.88,66.73,150.79,1.0
1.0,131.0,0.0,139.0,271.0,27.1,7.0,12.0,1.061,55.1,147.6,1.0
49.0,19.0,0.0,0.0,68.0,6.8,2.0,3.0,0.0,13.44,198.31,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,3.32,31.73,0.0
6.0,12.0,3.0,0.0,21.0,2.1,2.0,4.0,0.0,5.43,53.57,0.0
3.0,10.0,1.0,0.0,14.0,1.4,1.0,1.0,0.0,7.86,126.61,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,0.4,25.31,0.0
0.0,87.0,0.0,99.0,186.0,18.6,9.0,11.0,1.138,83.13,90.08,1.0
7.0,121.0,12.0,107.0,247.0,24.7,7.0,4.0,0.884,81.81,85.37,1.0
31.0,9.0,0.0,0.0,40.0,4.0,4.0,3.0,0.0,29.69,98.86,0.0
0.0,20.0,4.0,17.0,41.0,4.1,2.0,4.0,0.85,43.68,127.67,1.0
1.0,38.0,7.0,35.0,81.0,8.1,5.0,6.0,0.921,32.27,181.63,1.0
2.0,75.0,0.0,77.0,154.0,15.4,14.0,5.0,1.027,36.03,180.36,1.0
0.0,56.0,4.0,57.0,117.0,11.7,7.0,5.0,1.018,27.0,137.28,1.0
4.0,45.0,8.0,42.0,99.0,9.9,6.0,2.0,0.933,48.19,148.73,1.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,3.14,18.38,0.0
3.0,25.0,3.0,24.0,55.0,5.5,3.0,5.0,0.96,41.42,128.48,1.0
4.0,162.0,14.0,145.0,325.0,32.5,14.0,4.0,0.895,49.48,138.55,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,2.05,23.98,0.0
42.0,20.0,0.0,0.0,62.0,6.2,1.0,3.0,0.0,15.35,125.08,0.0
7.0,160.0,8.0,153.0,328.0,32.8,14.0,11.0,0.956,75.47,233.49,1.0
0.0,64.0,4.0,62.0,130.0,13.0,8.0,6.0,0.969,29.58,135.47,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.15,21.17,0.0
3.0,13.0,3.0,12.0,31.0,3.1,5.0,3.0,0.923,23.92,144.24,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,3.16,55.5,0.0
2.0,169.0,0.0,149.0,320.0,32.0,11.0,10.0,0.882,74.57,89.65,1.0
0.0,2.0,1.0,0.0,3.0,0.3,1.0,1.0,0.0,3.47,17.52,0.0
2.0,174.0,5.0,187.0,368.0,36.8,15.0,12.0,1.075,94.41,182.25,1.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,3.5,46.37,0.0
0.0,173.0,14.0,163.0,350.0,35.0,4.0,6.0,0.942,57.59,74.34,1.0
3.0,79.0,13.0,87.0,182.0,18.2,5.0,6.0,1.101,61.48,218.38,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,46.12,0.0
4.0,85.0,4.0,95.0,188.0,18.8,7.0,12.0,1.118,69.33,156.64,1.0
35.0,66.0,10.0,3.0,114.0,11.4,5.0,3.0,0.045,48.38,771.15,0.0
5.0,166.0,5.0,175.0,351.0,35.1,10.0,5.0,1.054,53.95,186.15,1.0
2.0,34.0,1.0,30.0,67.0,6.7,3.0,7.0,0.882,43.35,58.3,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.48,38.51,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,0.38,34.19,0.0
96.0,48.0,16.0,1.0,161.0,16.1,11.0,7.0,0.021,70.19,206.27,0.0
4.0,129.0,10.0,132.0,275.0,27.5,12.0,11.0,1.023,74.35,166.81,1.0
1.0,6.0,1.0,0.0,8.0,0.8,2.0,3.0,0.0,13.65,173.62,0.0
1.0,107.0,13.0,120.0,241.0,24.1,10.0,6.0,1.121,46.85,210.91,1.0
1.0,92.0,6.0,103.0,202.0,20.2,4.0,6.0,1.12,56.32,163.47,1.0
4.0,65.0,5.0,63.0,137.0,13.7,12.0,7.0,0.969,66.04,231.02,1.0
3.0,28.0,3.0,23.0,57.0,5.7,4.0,5.0,0.821,18.63,63.5,1.0
2.0,32.0,6.0,35.0,75.0,7.5,3.0,6.0,1.094,71.69,162.69,1.0
33.0,85.0,15.0,1.0,134.0,13.4,8.0,7.0,0.012,53.8,844.86,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,0.98,23.31,0.0
6.0,167.0,8.0,154.0,335.0,33.5,11.0,11.0,0.922,86.41,312.66,1.0
3.0,29.0,4.0,27.0,63.0,6.3,6.0,5.0,0.931,48.83,93.99,1.0
1.0,2.0,0.0,0.0,3.0,0.3,1.0,0.0,0.0,3.85,36.03,0.0
4.0,69.0,3.0,68.0,144.0,14.4,2.0,5.0,0.986,42.97,211.77,1.0
2.0,5.0,2.0,1.0,10.0,1.0,2.0,2.0,0.2,13.49,128.75,0.0
4.0,67.0,3.0,61.0,135.0,13.5,7.0,3.0,0.91,73.88,73.79,1.0
1.0,4.0,0.0,0.0,5.0,0.5,2.0,1.0,0.0,5.53,44.59,0.0
2.0,34.0,3.0,34.0,73.0,7.3,5.0,4.0,1.0,43.15,122.08,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,2.24,15.09,0.0
1.0,6.0,2.0,1.0,10.0,1.0,3.0,2.0,0.167,2.88,60.76,0.0
2.0,52.0,5.0,49.0,108.0,10.8,4.0,2.0,0.942,64.15,176.14,1.0
3.0,75.0,8.0,70.0,156.0,15.6,2.0,4.0,0.933,46.28,109.22,1.0
6.0,148.0,9.0,158.0,321.0,32.1,4.0,5.0,1.068,60.92,304.41,1.0
3.0,11.0,0.0,0.0,14.0,1.4,3.0,1.0,0.0,15.22,42.69,0.0
55.0,7.0,0.0,0.0,62.0,6.2,4.0,2.0,0.0,29.34,132.82,0.0
0.0,108.0,4.0,114.0,226.0,22.6,13.0,8.0,1.056,68.71,135.89,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,32.17,0.0
